# salmonsen/2/4/Pages.lst
#
0001|smudstitel
0002|(blank)
0003|titelside
0004|(blank)
0005|iii
0006|iv
0007|v
0008|vi
0009|1
0010|2
0011|3
0012|4
0013|5
0014|6
0015|7
0016|8
0017|9
0018|10
0019|11
0020|12
0021|13
0022|14
0023|15
0024|16
0025|17
0026|18
0027|19
0028|20
0029|21
0030|22
0031|23
0032|24
0033|25
0034|26
0035|27
0036|28
0037|29
0038|30
0039|31
0040|32
0041|33
0042|34
0043|35
0044|36
0045|37
0046|38
0047|39
0048|40
0049|41
0050|42
0051|43
0052|44
0053|45
0054|46
0055|47
0056|48
0057|49
0058|50
0059|Broer I
0060|Broer II
0061|51
0062|52
0063|53
0064|54
0065|55
0066|56
0067|Broer III
0068|Broer IV
0069|Broer V
0070|Broer VI
0071|57
0072|58
0073|59
0074|60
0075|61
0076|62
0077|63
0078|64
0079|65
0080|66
0081|67
0082|68
0083|69
0084|70
0085|71
0086|72
0087|73
0088|74
0089|75
0090|76
0091|77
0092|78
0093|79
0094|80
0095|I. Ældre Bronzealder
0096|I. Ældre Bronzealder (Bagside)
0097|II. Yngre Bronzealder
0098|II. Yngre Bronzealder (Bagside)
0099|81
0100|82
0101|83
0102|84
0103|(blank)
0104|Bronze I
0105|Bronze II
0106|(blank)
0107|85
0108|86
0109|87
0110|88
0111|89
0112|90
0113|91
0114|92
0115|93
0116|94
0117|95
0118|96
0119|97
0120|98
0121|99
0122|100
0123|101
0124|102
0125|103
0126|104
0127|105
0128|106
0129|107
0130|108
0131|109
0132|110
0133|111
0134|112
0135|113
0136|114
0137|115
0138|116
0139|117
0140|118
0141|119
0142|120
0143|121
0144|122
0145|123
0146|124
0147|125
0148|126
0149|127
0150|128
0151|129
0152|130
0153|131
0154|132
0155|133
0156|134
0157|135
0158|136
0159|Bruxelles
0160|(blank)
0161|137
0162|138
0163|139
0164|140
0165|141
0166|142
0167|143
0168|144
0169|145
0170|146
0171|147
0172|148
0173|149
0174|150
0175|151
0176|152
0177|153
0178|154
0179|155
0180|156
0181|157
0182|158
0183|159
0184|160
0185|161
0186|162
0187|163
0188|164
0189|165
0190|166
0191|167
0192|168
0193|169
0194|170
0195|Brød
0196|(blank)
0197|171
0198|172
0199|173
0200|174
0201|175
0202|176
0203|177
0204|178
0205|179
0206|180
0207|181
0208|182
0209|183
0210|184
0211|185
0212|186
0213|187
0214|188
0215|189
0216|190
0217|191
0218|192
0219|193
0220|194
0221|195
0222|196
0223|Budapest
0224|(blank)
0225|197
0226|198
0227|199
0228|200
0229|201
0230|202
0231|203
0232|204
0233|205
0234|206
0235|207
0236|208
0237|209
0238|210
0239|211
0240|212
0241|213
0242|214
0243|215
0244|216
0245|217
0246|218
0247|219
0248|220
0249|221
0250|222
0251|223
0252|224
0253|225
0254|226
0255|227
0256|228
0257|229
0258|230
0259|231
0260|232
0261|Bukarest
0262|(blank)
0263|233
0264|234
# By accident, pages 235-236 were scanned as 0301, 0302
0301|235
0302|236
0265|237
0266|238
0267|239
0268|240
0269|241
0270|242
0271|243
0272|244
0273|245
0274|246
0275|247
0276|248
0277|249
0278|250
0279|251
0280|252
0281|253
0282|254
0283|255
0284|256
0285|257
0286|258
0287|259
0288|260
0289|261
0290|262
0291|263
0292|264
0293|265
0294|266
0295|267
0296|268
0297|269
0298|270
0299|271
0300|272
0303|273
0304|274
0305|275
0306|276
0307|277
0308|278
0309|279
0310|280
0311|281
0312|282
0313|283
0314|284
0315|285
0316|286
0317|287
0318|288
0319|289
0320|290
0321|291
0322|292
0323|293
0324|294
0325|295
0326|296
0327|297
0328|298
0329|299
0330|300
0331|301
0332|302
0333|303
0334|304
0335|305
0336|306
0337|307
0338|308
0339|309
0340|310
0341|311
0342|312
0343|313
0344|314
0345|315
0346|316
0347|317
0348|318
0349|319
0350|320
0351|Bygningskunst I
0352|Bygningskunst II
0353|Bygningskunst III
0354|Bygningskunst IV
0355|Bygningskunst V
0356|Bygningskunst VI
0357|Bygningskunst VII
0358|Bygningskunst VIII
0359|Bygningskunst IX
0360|Bygningskunst X
0361|Bygningskunst XI
0362|Bygningskunst XII
0363|321
0364|322
0365|323
0366|324
0367|325
0368|326
0369|327
0370|328
0371|329
0372|330
0373|331
0374|332
0375|333
0376|334
0377|335
0378|336
0379|337
0380|338
0381|339
0382|340
0383|341
0384|342
0385|343
0386|344
0387|345
0388|346
0389|347
0390|348
0391|349
0392|350
0393|351
0394|352
0395|353
0396|354
0397|355
0398|356
0399|357
0400|358
0401|359
0402|360
0403|361
0404|362
0405|363
0406|364
0407|365
0408|366
0409|367
0410|368
0411|369
0412|370
0413|371
0414|372
0415|373
0416|374
0417|375
0418|376
0419|377
0420|378
0421|379
0422|380
0423|381
0424|382
0425|383
0426|384
0427|385
0428|386
0429|387
0430|388
0431|Bærfrugter
0432|(blank)
0433|389
0434|390
0435|391
0436|392
0437|393
0438|394
0439|395
0440|396
0441|397
0442|398
0443|399
0444|400
0445|401
0446|402
0447|403
0448|404
0449|405
0450|406
0451|407
0452|408
0453|409
0454|410
0455|411
0456|412
0457|413
0458|414
0459|415
0460|416
0461|417
0462|418
0463|419
0464|420
0465|421
0466|422
0467|423
0468|424
0469|425
0470|426
0471|427
0472|428
0473|429
0474|430
0475|431
0476|432
0477|433
0478|434
0479|435
0480|436
0481|437
0482|438
0483|439
0484|440
0485|441
0486|442
0487|443
0488|444
0489|445
0490|446
0491|447
0492|448
0493|449
0494|450
0495|451
0496|452
0497|Børsbygninger
0498|(blank)
0499|453
0500|454
0501|455
0502|456
0503|457
0504|458
0505|459
0506|460
0507|461
0508|462
0509|463
0510|464
0511|465
0512|466
0513|467
0514|468
0515|469
0516|470
0517|471
0518|472
0519|473
0520|474
0521|475
0522|476
0523|477
0524|478
0525|479
0526|480
0527|481
0528|482
0529|483
0530|484
0531|485
0532|486
0533|487
0534|488
0535|489
0536|490
0537|491
0538|492
0539|493
0540|494
0541|495
0542|496
0543|497
0544|498
0545|499
0546|500
0547|501
0548|502
0549|503
0550|504
0551|505
0552|506
0553|507
0554|508
0555|509
0556|510
0557|511
0558|512
0559|513
0560|514
0561|515
0562|516
0563|517
0564|518
0565|519
0566|520
0567|521
0568|522
0569|523
0570|524
0571|525
0572|526
0573|527
0574|528
0575|529
0576|530
0577|531
0578|532
0579|533
0580|534
0581|535
0582|536
0583|537
0584|538
0585|539
0586|540
0587|541
0588|542
0589|543
0590|544
0591|545
0592|546
0593|547
0594|548
0595|549
0596|550
0597|551
0598|552
0599|553
0600|554
0601|555
0602|556
0603|557
0604|558
0605|559
0606|560
0607|561
0608|562
0609|563
0610|564
0611|565
0612|566
0613|567
0614|568
0615|569
0616|570
0617|571
0618|572
0619|573
0620|574
0621|575
0622|576
0623|577
0624|578
0625|579
0626|580
0627|581
0628|582
0629|583
0630|584
0631|585
0632|586
0633|587
0634|588
0635|589
0636|590
0637|591
0638|592
0639|593
0640|594
0641|595
0642|596
0643|597
0644|598
0645|599
0646|600
0647|601
0648|602
0649|603
0650|604
0651|605
0652|606
0653|607
0654|608
0655|609
0656|610
0657|611
0658|612
0659|613
0660|614
0661|615
0662|616
0663|617
0664|618
0665|619
0666|620
0667|621
0668|622
0669|623
0670|624
0671|625
0672|626
0673|627
0674|628
0675|629
0676|630
0677|631
0678|632
0679|633
0680|634
0681|635
0682|636
0683|637
0684|638
0685|639
0686|640
0687|641
0688|642
0689|643
0690|644
0691|645
0692|646
0693|647
0694|648
0695|649
0696|650
0697|651
0698|652
0699|653
0700|654
0701|655
0702|656
0703|657
0704|658
0705|659
0706|660
0707|661
0708|662
0709|663
0710|664
0711|665
0712|666
0713|667
0714|668
0715|669
0716|670
0717|671
0718|672
0719|673
0720|674
0721|675
0722|676
0723|677
0724|678
0725|679
0726|680
0727|681
0728|682
0729|683
0730|684
0731|685
0732|686
0733|687
0734|688
0735|689
0736|690
0737|691
0738|692
0739|693
0740|694
0741|695
0742|696
0743|697
0744|698
0745|699
0746|700
0747|701
0748|702
0749|703
0750|704
0751|705
0752|706
0753|707
0754|708
0755|709
0756|710
0757|711
0758|712
0759|713
0760|714
0761|715
0762|716
0763|717
0764|718
0765|719
0766|720
0767|721
0768|722
0769|723
0770|724
0771|725
0772|726
0773|727
0774|728
0775|729
0776|730
0777|731
0778|732
0779|733
0780|734
0781|735
0782|736
0783|737
0784|738
0785|739
0786|740
0787|741
0788|742
0789|743
0790|744
0791|745
0792|746
0793|747
0794|748
0795|749
0796|750
0797|751
0798|752
0799|753
0800|754
0801|755
0802|756
0803|757
0804|758
0805|759
0806|760
0807|761
0808|762
0809|763
0810|764
0811|765
0812|766
0813|767
0814|768
0815|769
0816|770
0817|771
0818|772
0819|773
0820|774
0821|775
0822|776
0823|777
0824|778
0825|779
0826|780
0827|781
0828|782
0829|783
0830|784
0831|785
0832|786
0833|787
0834|788
0835|789
0836|790
0837|791
0838|792
0839|793
0840|794
0841|795
0842|796
0843|797
0844|798
0845|799
0846|800
0847|801
0848|802
0849|803
0850|804
0851|805
0852|806
0853|807
0854|808
0855|809
0856|810
0857|811
0858|812
0859|813
0860|814
0861|815
0862|816
0863|817
0864|818
0865|819
0866|820
0867|821
0868|822
0869|823
0870|824
0871|825
0872|826
0873|827
0874|828
0875|829
0876|830
0877|831
0878|832
0879|833
0880|834
0881|835
0882|836
0883|837
0884|838
0885|839
0886|840
0887|Chicago
0888|(blank)
0889|841
0890|842
0891|843
0892|844
0893|845
0894|846
0895|847
0896|848
0897|849
0898|850
0899|851
0900|852
0901|853
0902|854
0903|855
0904|856
0905|857
0906|858
0907|859
0908|860
0909|861
0910|862
0911|863
0912|864
0913|865
0914|866
0915|867
0916|868
0917|869
0918|870
0919|871
0920|872
0921|873
0922|874
0923|875
0924|876
0925|877
0926|878
0927|879
0928|880
0929|881
0930|882
0931|883
0932|884
0933|885
0934|886
0935|887
0936|888
0937|889
0938|890
0939|891
0940|892
0941|893
0942|894
0943|895
0944|896
0945|897
0946|898
0947|899
0948|900
0949|901
0950|902
0951|903
0952|904
0953|905
0954|906
0955|907
0956|908
0957|909
0958|910
0959|911
0960|912
0961|Christiansborgs Slot
0962|(blank)
0963|913
0964|914
0965|915
0966|916
0967|917
0968|918
0969|919
0970|920
0971|921
0972|922
0973|923
0974|924
0975|925
0976|926
0977|927
0978|928
0979|929
0980|930
0981|931
0982|932
0983|933
0984|934
0985|935
0986|936
0987|937
0988|938
0989|939
0990|940
0991|941
0992|942
0993|943
0994|944
0995|945
0996|946
0997|947
0998|948
0999|949
1000|950
1001|951
1002|(blank)
#
#
