# salmonsen/2/6/Articles.lst
#
index|Titel og indhold|0001 0003
#
|Accentbetegnelse og Lydskrift|0005-0006
|Medarbejdere|0007-0008
|Fortegnelse over Illustrationer|0986-0987
|Forkortelser|0988-0989
|Rettelser og Trykfejl|0990
#
-|<h2>D</h2>|
#
|Demeter, Agerdyrkningens Gudinde hos Grækerne, svarende til Romernes Ceres|0009-0010
|Demeter, Dimitrija, kroatisk Digter (1811-72)|0010
|Demetrias, gr. By i Thessalien ved den pagasæiske Bugt, blev grundlagt i Beg. af 3. Aarh. f. Kr.|0010
|Demetrios, Navn paa flere makedoniske og syriske Konger|0010
|1) Demetrios I Poliorketes, »Stadbelejreren«, (337-283 f. Kr)|0010-0011
|2) Demetrios II, Søn af Antigonos Gonatas, Konge i Makedonien ( - 229 f.Kr.)|0011
|3) Demetrios (III), Søn af Filip V af Makedonien|0011
|4) Demetrios I Soter af Syrien, ( -150 f.Kr.)|0011
|5) Demetrios II Nikator, (- 126 f.Kr.)|0011
|Demetrios fra Faleron, gr. Taler og Statsmand (c.350-280 f.Kr.)|0011
|Demetrius (Dmitrij) hed fl. russ. Fyrster, Storfyrster og Tsarer i Middelalderen|0011
|1) D. I, Søn af Alexander Nevski, Storfyrsten i Vladimir ( -1263)|0011
|2) D. II Michailovitsch, blev ( -1326)|0011
|3) D. III, Fyrste af Suzdal, regerede i Moskva 1359-62|0011
|4) D. Donskoi (1363-89), Storfyrste i Moskva|0011
|5) D. Ivanovitsch (1583-91), Søn af Ivan IV, den Skrækkelige|0011-0013
|Demetrius, Rostovskij (den hellige), russ. Præst, Metropolit i Réstov og Jaroslav (1665-1709)|0012
|Demidov, russisk Familie, hvis Stamfader Nikita D., (c.1665-?), var Smed i Tula|0013
|1) Akinfij D., ( -c.1740)|0013
|2) Paul Grigorievitsch D.,(1738-1821)|0013
|3) Nikolaj Nikititsch D. (1774-1828)|0013
|5) Anatol Nicolajevitsch, russ. Lærd og Mæcen, (1812-1870)|0013
|demifin (fr.), Betegnelse for Guld-trækkerarbejde, staaende i Kvalitet mellem ægte og uægte|0013
|demigorge, ældre Betegnelse for den mindre Vold med foranliggende Grav|0013
|Demijahn, se Demijohn|0013
|Demijohn (eng.; fr. damejeanne, af arab. damagan, damagana), Kurveflaske ell. Glasballon, pakket i Halm i en Vidiekurv|0013
|demilun (fr.), Halvmaane, Betegnelse for et af Udenværkerne i det bastionære Grundrids (s. d.)|0013
|demimonde (fr.), »Halvverden«. betegner den Klasse af Eventyrere og løse Eksistenser|0013
|Demir-Basch (tyrk., af demir, Jern, og basch, Hoved), »Jernhovedet«, et Tilnavn, Tyrkerne gav den sv. Kong Karl XII|0013
|Demirelief, se Relief|0013
|Demir-Hissar (»Jernborgen«), By i Grækenland, Distriktet Serrai i Makedonien|0013
|Demir-Kapu, se Jernporten|0013
|Demission (fr.), Afsked, Embedsnedlæggelse; demissionere, nedlægge sit Embede. Se endvidere Dimission|0013
|Demiurger kaldtes i Oldtiden Øvrigheden i fl. gr. Stater, f. Eks. i Delfi|0013
|demi-vierge (fr.), Halvjomfru *c: ung Kvinde, som vel er Jomfru, men dog sjælelig ukysk|0013
|Demmin, By i den preuss. Prov. Pommern, ved den lille Flod Peene|0013
|Demobilisering, Hærens Overgang fra Krigs- til Fredsfod. Smlg. Mobilisering|0013
|Demodex, se Haarsækmider|0013
|Demodokos er i Odysseen Navnet paa en Sanger hos Faiakernes Konge Alkinoos|0013-0014
|Demofon, 1) gr. Heros, Søn af den eleusinske Konge Keleos og hans Hustru Metaneira|0014
|2) gr. Heros, Søn af Theseus og Faidra|0014
|Demogeot, Jacques Claude, fr. Litteraturhistoriker (1808-1894)|0014
|Demogeronter (gr.), »Folkets Ældste«, benævnes i Iliaden de ældste og mest ansete troiske Høvdinger|0014
|Demografi (af gr.), Befolkningsbeskrivelse ell. -lære, Videnskaben om det enkelte Folks ell. en Gruppes Livsytringer|0014
|demoiselle, se damoiselle|0014
|Demokedes, berømt gr. Læge fra det syditaliske Kroton|0014
|Demokrat, se Demokrati|0014
|Demokrater, politisk Partinavn i Nordamerika|0014
|Demokrati bruges som Betegnelse saavel af en bestaaende Statsform som af en politisk Tendens- og Partiretning|0014
|1) Som Statsform|0014-0015
|2) Som politisk Partistræv|0015
|Demokritos, gr. Filosof, (c.450-? f. Kr.)|0015-0016
|Demolder, Eugène, belgisk Digter, (1862- )|0016
|Demôle, Charles, fr. Politiker (1828-1908)|0016
|Demolerbatteri, se BelejringsbatterL|0016
|demolere, at ødelægge Fæstningskonstruktioner ved en Beskydning med svært Skyts ell.ved Minesprængninger|0016
|Demolins, Edmond, fr. Sociolog og Historiker (1851-1907)|0016-0017
|Demolombe, Jean Charles Florent, fr. Retslærd, (1804-1887)|0017
|Demonax, gr. Filosof (2. Aarh. e. Kr.)|0017
|Demonesi, se Prinseøerne|0017
|demonetisere, ophøre at bruge som Mønt|0017
|demonstrandum, quod erat (lat.): hvilket skulde bevises, og det var det, der skulde bevises|0017
|Demonstration betegner i Logikken det begrebsmæssige, syllogistiske Bevis, der fører til apodiktisk Sikkerhed|0017
|Demonstration (milit.) er den Form for Anvendelsen af Tropper, som ikke tilstræber den umiddelbare Afgørelse|0017
|Demonstrativ (lat.) er i Gramm. Benævnelse paa Ord, der tilkendegiver den fremtrædende Bet.|0017
|demonstrativ (lat.), iøjnefaldende, anskueliggørende, stærkt betonende|0017
|Demonstrator (lat.), en, som demonstrerer, fremstiller en Sag, fremviser de Genstande, hvorover han holder Foredrag|0017
|demonstrere (lat.), anskueliggøre, bevise, give sin Mening til Kende paa en opsigtsvækkende Maade|0017
|Demont-Breton, Virginie, fr. Malerinde, (1859- )|0017
|Demonterbatteri, se Belejrings-batteri|0017
|demontere er i Fæstningskrigen at ødelægge det fjendtlige Skyts ved Beskydning ell. paa anden Maade, ogsaa eget Skyts|0017
|demontere, adskille en Maskine ell. et Maskineri i de enkelte Dele|0017
|demoralisere (fr.), moralsk fordærve; ødelægge Disciplinen; Demoralisation, sædelig Fordærvelse, nedbrudt Disciplin|0017
|De Morgan, Augustus, eng. Matematiker, (1806-1871)|0017-0018
|de mortuis nil nisi bene (lat.), »om de Døde (maa man) ikke (sige) andet end godt«|0018
|Demos, det gr. Ord for Folk, sjældnere for det af et Folk beboede Land; dernæst tillige Betegnelse for det suveræne Folk|0018
|Demosthenes,|0018
|1) Alkisthenes' Søn, athenisk Feltherre i Beg. af den peloponnesiske Krig|0018
|2) Demosthenes' Søn, Grækenlands og Oldtidens største Taler, (383-322 f.Kr.)|0018-0019
|Demotika (Dimotiko), By i det sydlige Bulgarien ved Kisil Deli|0019
|demotisk (gr.), folkelig, national; d. Skrift, se hieratisk Skrift|0019
|Demours,|0019
|1) Pierre, fr. Øjenlæge og Anatom, (1702-1795)|0019
|2) Antoine Pierre, fr. Øjenlæge, (1762-1836)|0019
|démtis deméndis (lat.), »med Fradrag af, hvad der skal fradrages«, med fornødent Fradrag|0019
|Demurrage (eng.), se Liggedage|0019
|Demuth, Leopold, tysk Operasanger, Baryton, (1861- )|0019
|Denain, By i det nordlige Frankrig, Dept Nord, 48 km SØ. f. Lille|0019-0020
|Denar, se Denarius|0020
|Denarius (Denar), antik, rom. Sølvmønt, udpræget fra c. 268 f. Kr. Værdien var, som Navnet antyder det, 10 as|0020
|Denaro, ældre Længdemaal i Toscana, 1/240 Braccio (Alen), = 2,43 mm|0020
|denationalisere (lat.), berøve Nationaliteten, udviske de nationale Ejendommeligheder|0020
|denaturalisere (lat.), løse fra det statsborgerlige Forhold til en Stat|0020
|denaturere, at forandre et Stof saaledes, at det bliver ubrugeligt i et ell. andet bestemt Øjemed|0020
|Denayrouze-Lampe, en af de Lampetyper, der nu kun har Interesse som Led i Udvikling|0020
|Denbigh, Grevskab i det nordlige Wales|0020-0021
|Denck, Hans, tysk Gendøber (c. 1495-1527)|0021
|Dencker, Hans Frederik Carl, dansk Ingeniør, (1861-1897)|0021
|Den Constitutionelle, norsk Dagblad 1836-47|0021
|Den danske Landmandsbank, se Landmandsbanken|0021
|Dender (Dendre), Biflod til Schelde, udmunder efter et 117 km langt Løb i Hovedfloden ved Dendermonde i Østflandern|0021
|Dender (Dendra), ægypt. By V. f. Nilen, 45 km N. f. Theben|0021-0022
|Dendermonde (fr. Termonde), By i Belgien, Prov. Østflandern, ved Denders Munding i Schelde|0022
|Dendra, se Dendera|0022
|Dendragat, d. s. s. Mosagat (se Agat)|0022
|Dendritter (af gr.) er i Mineralogien Betegnelse for uregelmæssige, fint forgrenede Mineraludskillelser|0022
|Dendritter (gr.), forgrenede Udløbere fra Nerveceller|0022
|Dendrobates, se Frøer|0022
|Dendrobium Sw., Slægt af tropiske og epifytiske Gøgeurter, der har et meget forsk. Ydre|0022
|Dendrocalamus Nees, Slægt af Græsfam. (Bambus-Gruppen), høje, bambuslignende Buske|0022
|Dendrochelidon, se Mursvaler|0022
|Dendrocopus (Flagspætte), se Spætter|0022
|Dendrocycna (Træænder), se Ænder|0022
|Dendrocoela, se Planarier|0022
|Dendrolagus (Trækænguru), se Kænguru|0022
|Dendrolitter kaldes undertiden forstenede, af Kiselsyre gennemtrængte Træstammer|0022
|Dendrologi er Læren om de i Haver og Parker dyrkede Frilandstræer og -buske|0022-0023
|Dendrometer (Træmaaler) bruges oftest som Navn for Instrumenter til Maaling af Træernes Tykkelse|0023
|Dendronotidæ, en lille Fam. med kun to Slægter af Nudibranchiernes, de nøgne Havsnegles, Orden|0023
|Dendrophidæ, se Snoge|0023
|Deneb (arab.: »Hale«), Stjernen *alfa* i »Svanen«|0023
|Denebola (Deneb el Ased), »Løven«'s Hale, Stjernen *alfa* i »Løven«|0023
|denegatio (lat), Nægtelse, Fornægtelse, d. actionis, i Romerretten om Prætorens Nægtelse af at udfærdige en begæret Klage|0023
|Deneshka, se Denga|0023
|Denfert-Rochereau, Pierre Marie Philippe Aristide, fr. Oberst, (1823-1878)|0023
|Denga (Déneshka), russ. Bronzeskillemønt. Værdi 1/2 Kopek|0023
|Dengesich (Dintzic), Søn af Hunnekongen Attila. ( -469)|0023
|Dengis (tyrk.: Hav), Navn paa fl. Søer paa Kirgisersteppen, deriblandt Selety D. Syd for Omsk|0023
|Dengremont, Maurice, violin-pillende Vidunderbarn, (1866- )|0023
|Denguefeber (Dandyfever) er en tropisk og subtropisk epidemisk Sygdom|0023-0024
|Denham, Dixon, britisk Afrikarejsende (1786-1828)|0024
|Denham, Sir John, eng. Digter (1615-69)|0024
|Denia, By i det østlige Spanien, Prov. Alicante, ligger 90 km NØ. f. Alicante ved Middelhavet|0024
|deni de justice, *c: »Rettens Fornægtelse« i fr. Retssprog om visse Tilfælde af pligtstridig Adfærd fra Domstolenes Side,|0024
|Denier, gl fr. Mønt. En D. Tournois var 1/12 Sol Tournois|0024
|Denifle, Friedrich Heinrich Suso, kat. Teolog (1844-1905)|0024
|Deniker, Joseph, fr. (russ.) Antropolog, (1852- )|0024
|Deniliquin, By i Australien, Staten New-South-Wales, ligger ved Edward-River|0024
|Denina, Carlo, ital. Historiker, (1731-1813)|0024-0025
|Denis, Hector, belgisk Socialpolitiker (1842-1913)|0025
|Denis, Johann Michael Cosmus, tysk Bibliograf og Digter (1729-1800)|0025
|Denis, Maurice, fr. Maler, (1870- )|0025
|Denisly (Denjislu), By i det vestlige Lilleasien, 225 km SØ. f. Smyrna, ligger ved Foden af Baba Dagh|0025
|Denison, By i U. S. A., Stat Tejas, ligger 372 km NNO. f. Austin|0025
|Denitrering, se Svovlsyre|0025
|Denitrifikation. Ved D. udøvet af Bakterier forstaas Evnen til at udvikle frit Kvælstof i Substrater|0025-0026
|De Nittis, G., se Nittis|0026
|Denka, se Dinka|0026
|Den kgl. Porcelænfabrik, se Dansk Porcelæn|0026
|Den kgl. Veterinær- og Landbohøjskole, se Landbohøjskolen|0026
|Denman, Thomas, eng. Fødselshjælper, (1733-1815)|0026
|Denmark Hill, Bydel i det sydlige London, hører til Distriktet Camberwell, Grevskabet Surrey|0026
|Denne-Baron, Pierre Jacques René, fr. Digter (1780-1854)|0026
|Denner, Balthasar, tysk Portrætmaler, (1685-1749)|0026
|Denner, Johan Christoph (1655-1707), Fabrikant af Træblæseinstrumenter i Nürnberg|0026
|Dennery (d'Ennery), egl. Adolphe Philippe, fr. dram. Forf., (1811-1899)|0026-0027
|Dennewitz, se Bülow, F. W.|0027
|Dennewitz, Flække i det preuss. Regeringsdistrikt Potsdam|0027
|Denning, William Frederick eng. Astronom, (1848- )|0027
|Dennis, John, eng. Digter og Kritiker (1657-1734)|0027
|denobilitere (nylat.), fratage Adelsrang; Denobilitation, Berøvelse af Adelskab|0027
|denominandi jus, Denominationsret, Ret til at indstille Kandidater til et ledigt Embede|0027
|Denominativum i Grammatikken: Ord, der er dannet ved Afledning af et Nomen (*c: af et Substantiv ell. Adjektiv)|0027
|denominere (lat.), benævne, udnævne; Denomination, Benævnelse, dels ved Anførelse af selve Navnet, dels ved Omskrivning|0027
|Denon, Dominique Vivant, Baron, fr. Tegner og Raderer, (1747-1825) de novo (lat.), paa ny|0027
|Dens, Tand. D. epistrofeï, se Hvirvelsøjlen|0027
|Densimeter, se Aræometer|0027
|Densitet (lat.), Tæthed|0027
|Densusianu, Nikolaus, rum. Historiker, (1846- )|0027-0028
|Dent, en i den fr. Del af Alperne og i det fr.-talende Schweiz alm. benyttet Betegnelse for spidse, kegleformede Bjergtoppe|0028
|Dentaler ell. Tandlyd kaldes de Konsonanter, ved hvilke Overtænderne berøres af Tungespidsen|0028
|Dentalielag kaldes i al Alm. Aflejringer, der er rige paa Skaller af Dentalier (Søtænder)|0028
|Dentalium, se Søtænder|0028
|Dentaria, se Tandrod|0028
|Dentatus, se Curius D.|0028
|Dent Blanche, Steinbockhorn, en firkantet Gnejspyramide, der ligger i det schweiziske Kanton Wallis, 11 km V. f. Zermatt|0028
|Dent de Morcles, se Dents du Midi|0028
|Dente, Joseph Gottlieb, sv. Musiker, (1838-1905)|0028
|Dente, Marco, kaldet M. da Ravenna, ital. Kobberstikker, (- 1527)|0028
|dentelles (fr.), egl. smaa Tænder; Kniplinger|0028
|dentkuli (lat.), Tandsnit i Gesimser|0028
|Dentilabialer ell. Tandlæbelyd, bedre kaldet Labiodentaler, Lyd frembragte ved Underlæbens Virksomhed mod Overtænderne|0028
|Dentipalataler, i Lundeils fonetiske System Benævnelsen paa de forreste Tungefladelyd|0028
|Dentirostres, en Betegnelse brugt af Cuvier 1817 for en Gruppe af Spurvefugle|0028
|Dentist, af lat. dens (Tand), Tandlæge|0028
|Dentitio difficilis, vanskeligt Tandfrembrud, er ret alm. for Mælketændernes Vedk.|0028-0029
