# salmonsen/2/5/Articles.lst
#
index|Titel og indhold|0001 0003
#
|Accentbetegnelse og Lydskrift|0005-0006
|Medarbejdere|0007-0008
|Fortegnelse over Illustrationer|1019-1020
|Rettelser og Trykfejl|1021-1022
#
-|<h2>C</h2>|
#
|Cikorie (Cichorium L.)|0009-0010
|Cilento|0010
|Ciliater, se Infusionsdyr|0010
|Cilicien, se Kilikien|0010
|cilicium, se Haarskjorte|0010
|Cilier|0010
|ciliær Injektion|0010
|Cilli, slovenisk Celje, By i Østerrig|0010
|Cilnier (Cilnii), rom. Slægtnavn|0010
|Cima, Giovanni Battista da Gonegliano, ital. Maler af den venetianske Skole, f. c. 1459, d. 1517 ell. 1518|0010
|Cimabue, Giovanni, ital. Maler, f. i Firenze c. 1240, d. kort efter 1302|0010
|Cimaise|0010
|Cimarosa, Dominico, ital. Operakomponist (1749-1801)|0010-0011
|Cimbal, d. s. s. Cymbal|0011
|Cimbex, se Bladhvepse|0011
|Cimbrer|0011
|Cimbrishamn, se Simrishamn|0011
|Cimbriske Halvø|0011
|Ciminius, Lacus C., Oldtidens Navn paa den nuv. Lago di Vieo|0011
|Cimino, Monte|0011
|Cimolit|0011
|Cimone, Monte|0011
|Cinaloa, se Sinaloa|0011
|Cinca, Flod i det nordlige Spanien|0011
|Cinchona L. (Kinatræ)|0011-0012
|Cinchonidin, Cinchonin, se Kinabaser|0012
|Cinchoninsyre, se Kinolinkarbonsyre|0012
|Cincinnati. By i U. S. A., Stat Ohio|0012-0013
|Cincinnatigruppe|0013
|Cincinnatus, Lucius Quinctius, rom. Sagnhelt|0013
|Cincinnatusordenen|0013
|Cincius, L. Alimentus, en af de ældste rom. Annalister|0013
|Cincius, Lucius, Forf. af jur. og antikvariske Skr.|0013
|Cinclus, se Vandstær|0013
|cinctorium (lat., af cingo, omgjorder)|0013
|cinctus (lat., af cingo, omgjorder)|0013
|cinctus Gabinus|0013
|Cinders, se Koks|0013
|Cineas, se Kineas|0013
|Cineller|0013
|Cineol (Eucalyptol)|0013
|Cineraria (ell. Cacalid)|0013-0014
|cinerarium|0014
|Ciney, Flække i det sydlige Belgien|0014
|Cinghalesisk, se Singhalesisk|0014
|Cingoli, By i Mellemitalien|0014
|cingulum|0014
|Cingulum|0014
|Cinisi, By paa Sicilien|0014
|Cinna, C. Helvius, se Helvius Cinna|0014
|Cinna, 1) Lucius Cornelius, en Romer af patricisk Familie|0014
|Cinna, 2) Lucius Cornelius, Søn af ovenn. L. C. C.|0014
|Cinna, 3) Gaius Cornelius, Søn af sidstn. L. C. C.|0014
|Cinnabarit, se Cinnober|0014
|Cinnamein eller Perubalsamolie|0014
|Cinnamomum|0014-0015
|Cinnamus, J., se Kinnamos|0015
|Cinnamylcocain, se Cocain|0015
|Cinnober (Cinnabarit)|0015
|Cino da Pistoia, ital. Digter (c. 1270-c. 1337)|0015
|Citiosternum, se Sumpskildpadder|0015
|Cinq-Mars, Henri Coiffier de Ruzé, Marquis de, Ludvig XIII af Frankrigs Yndling (1620-1642)|0015-0016
|Cinquecentister, se Cinquecento|0016
|Cinquecento|0016
|Cinquefronde, By i Syditalien|0016
|Cinque Ports|0016
|Cinti-Damoreau, se Damoreau|0016
|Cintra, By i Portugal|0016
|Ciona, se Søpunge|0016
|Cione, A., se Orcagna|0016
|Ciotat, La, provencalsk Cioutat d.v. s. Byen, By i det sydøstlige Frankrig|0016
|Cipaquira, se Zipaquira|0016
|Cipariu, Timoteiu, rum. Sprogmand (1805-87)|0016
|Cipipamel, se Kassava|0016
|Cipolla, Carlo, Greve, ital. Historiker, f. 1854|0016
|Cipollin, ital. cipolino|0016-0017
|cippus|0017
|Cipriani, Giovanni Ballista, ital. Maler fra Firenze (1727-85)|0017
|cirage|0017
|circa|0017
|Circars|0017
|Circasiennes|0017
|Circe, se Kirke|0017
|circenses|0017
|Circeo, Promontorio C., Monte Circello, Forbjerg paa Italiens Vestkyst|0017
|circinatus|0017
|Circle City, Guldgraverby i det til U. S. A. hørende Territorium Alaska|0017
|Circleville, By i U. S. A., Stat Ohio|0017
|circondario|0017
|circuit|0017
|Circulator|0017
|Circumcellioner|0017
|Circus|0017-0019
|Circus, se Kærhøge|0019
|Circæa, se Steffensurt|0019
|Circætus, se Slangeørn|0019
|Cirencester, populært Cicester, Ciceter, By i Mellemengland, Gloucestershire|0019
|cire perdu|0019
|Ciriaco de Pizzicolli (Cyriacus fra Ancona), ital. Humanist (1391-1450)|0019-0020
|Ciris|0020
|Cirkassien, Tscherkessien, Tscherkessernes Land|0020
|Cirkel (lat. circulus)|0020-0021
|Cirkel i Kronologien, se Cyklus|0021
|Cirkel (Prisme-C. ell. Pistors C.)|0021
|Cirkelbevis ell. Diallel|0021
|Cirkelpunkterne (mat.), se projektiv Metrik|0021
|Cirkelsav, se Rundsav|0021
|Cirklens Kvadratur, se Cirkel|0021
|Cirkulation, Opvarmning ved C., se Opvarmningsanlæg|0021
|cirkulere|0021
|cirkulær, d. s. s. cirkelformet|0021
|cirkulær, Betegnelse for Sygdomme, hvis Symptomer viser en periodisk Tilbagevenden|0021
|Cirkulærakkreditiv|0021
|Cirkulære (af fr. circulaire)|0021
|cirkulære Funktioner|0021
|Cirkulærkreditbrev, d. s. s. Cirkulærakkreditiv|0021
|Cirkulærnote|0021
|Cirkulær polarisation, se Polarisation, Lysets|0021
|Cirkumcisio|0021
|Cirkumfleks|0021
|Cirkummeridianhøjder|0021
|cirkumpolar|0021
|Cirkumpolarstjerner|0021-0022
|cirkumskript|0022
|Cirkumskriptionsbuller|0022
|Cirkumvallationslinie|0022
|Cirkumzenitalbuen|0022
|Cirkus, se Circus|0022
|Cirkusdal|0022
|Cirò, Flække i Syditalien, Provins Catanzaro|0022
|Cirpan, By i Bulgarien|0022
|Cirre, se Børsteorme|0022
|Cirrhose|0022
|Cirripedia, se Rankefødder|0022
|Cirrus, Cirro-cumulus, Cirro-stratus|0022
|Cirrus (bot.), d. s. s. Ranke, Klatretraad|0022
|Cirsiutn, se Agertidsel og Bladhoved|0022
|Cirsocele, d. s. s. Varicocele, Blodaarebrok|0022
|cirsoideus|0022
|Cirsomphalus|0022
|Cirta, se Constantine|0022
|cis (lat.)|0022
|Cis (mus.)|0022
|Cisa, la, Pas i den italienske Prov. Massa e Carrara|0022
|Cisalier|0022
|cisalpinsk|0022
|Cisalpinske Republik|0022-0023
|Cis-dur|0023
|Ciselering|0023
|Cisiojanus|0023
|cisium|0023
|Ciskaukasien|0023
|Cisleithanien|0023
|Cis-mol|0023
|Cispadanske Gallien, se Gallien|0023
|Cispadanske Republik|0023
|Cissampelos L., Slægt af Menispermaceer|0023
|Cis-Satledsh-Stater|0024
|Cissey, Ernst Louis Octave Courtot, fr. General og Politiker (1810-1882)|0024
|Cissus L., Slægt af Vinrankefam|0024
|Cis-Sutlej-Stater, d. s. s. Cis-Satledsh-Stater|0024
|Cista|0024-0025
|Cistaceæ, se Soløjefamilien|0025
|Cista mystica (lat.)|0025
|Cister|0025
|Cisterciensere|0025
|Cisterna di Roma, By i Mellemitalien, Prov. Roma|0025
|Cisterne|0025-0026
|Cisternino, By i Syditalien, Prov. Bari delle Puglie|0026
|Cisticola, se Græssmutte|0026
|Cistophorus|0026
|Cistudo, se Sumpskildpadder|0026
|Cistus L., Slægt af Soløjefam|0026
|Citadel|0026
|Citadelskib|0026
|Citant|0026
|Citarin|0026
|Citat (lat.)|0026
|Citation, d. s. s. Stævning|0026
|Citationstegn, se Anførselstegn|0026
|citato loco|0026
|cité|0026
|Citeaux(lat. Cistercium), Landsby i det østlige Frankrig, Dept Côte-d'Or|0026
|citere (lat.)|0027
|citerior (lat.)|0027
|Cither (tysk Zither)|0027
|Citigradæ, se Jagtedderkopper|0027
|citissime, se cito|0027
|Citium, By paa Cypern, se Kition|0027
|Citlaltepetl, se Orizaba|0027
|cito|0027
|Citokromi|0027
|citoyen|0027
|Citraconsyre (Metylmaleinsyre)|0027
|Citraga|0027
|Citral, Geranial|0027
|Citrat, d. s. s. citronsurt Salt|0028
|Citren, d. s. s. Limerien|0028
|Citrin, se Kvarts|0028
|Citrinsalve, pommade citrine|0028
|Citrofen|0028
|Citron, se Citrus|0028
|Citronat, se Cedrat|0028
|Citronel, en Slags Buksbomtrae|0028
|Citronelleolie|0028
|Citronfinke (Chrysomitris citrinella), se Sisken|0028
|Citrongræsolie, se Lemongræsolie|0028
|Citronolie, Cedroolie, oleum citri|0028
|Citronplaster|0028
|Citronsaft|0028
|Citronsukker, se Citronolie|0028
|Citronsyre|0028-0029
|Citrontræ|0029
|Citrullus Neck. (Colocynthis Tourn.), Slægt af Græskarfam.|0029
|Citrum|0029
|Citrus L. (Orangetræ, Agrumi), Slægt af Rutaceer (Orange-Gruppen)|0029-0031
|Città (ital.)|0031
|Cittadella, By i Norditalien|0031
|Città della Pieve, By i Mellemitalien|0031
|Città di Castello, By i Mellemitalien|0031
|Città ducale, By i Mellemitalien|0031
|Cittanova, By i Syditalien|0031
|Città nova (slav. Novigrad), By i det østerr. Markgrevskab Istrien|0031-0032
|Città Sant' Angelo, By i Mellemitalien|0032
|Citta Vecchia Notbile, By paa Øen Malta|0032
|Cittavecchia, se Starigrad|0032
|City, By i Alm.|0032
|City Point, Havn i U. S. A., Stat Virginia|0032
|Ciudad (sp.)|0032
|Ciudad Bolivar, se Angostura|0032
|Ciudad de Cura, se Cura|0032
|Ciudad de la Asunción, Hovedstad paa Øen Margarita ved Venezuelas Kyst|0032
|Ciudad de la Plata, se Sucre|0032
|Ciudad de las Casas, se San Christobal|0032
|Ciudad de los Ángeles, se Angeles|0032
|Ciudad de los Reyes, dvs. Kongernes By, det ældste Navn paa Lima|0032
|Ciudad del Principe, se Puerto Principe|0032
|Ciudad de Oropesa, ældste Navn paa Cochabamba|0032
|Ciudad de Victoria, se Durango|0032
|Ciudadela (Oldtidens Jamno), By og Bispesæde paa Vestkysten af den sp. Ø Menorca|0032
|Ciudad Juarez, se Paso|0032
|Ciudad Morelos, se Morelos|0032
|Ciudad Real, Prov. i det mellemste Spanien|0032
|Ciudad Rodrigo, By i det vestlige Spanien|0032
|Ciudad Vieja|0032
|Ciullo d'Alcamo ell. Cielo dal Camo, ital. Digter i 13. Aarh.|0032-0033
|Civa (»gunstig«), en af de vigtigste Guder i Hinduismen|0033-0034
|Civetta, Bjerg i de sydtyrolske Dolomitalper|0034
|Civetta, se Bles, H.|0034
|Civette, se Desmerdyr|0034
|Civiale, Jean, fr. Kirurg (1792-1867)|0034
|Cividale del Friuli, By i det nordøstlige Italien|0034
|civil kan gengives ved »borgerlig«|0034-0035
|Civildepartementet, se Sverige (»Statsforfatning og -forvaltning«)|0035
|Civil-Deputeret i Admiralitetet|0035
|civile Sager|0035
|Civiletat, se civil og Etat|0035
|Civiletaternes Centralorganisation|0035
|Civilingeniør|0035
|Civilis, Julius ell. Claudius, Leder af Batavernes Opstand imod Romerne 69-70 e. Kr.|0035
|Civilis actio (lat.)|0035
|Civilisation (af lat. civis, Borger)|0035
|Civilist, se civil|0035
|Civilkammer|0035
|Civilkommissær|0035
|Civilliste|0035-0037
|Civil Lord|0037
|Civillovbog, se Civilret|0037
|Civilmilitære|0037
|Civilproces|0037-0041
|Civilret, borgerlig Ret|0041-0042
|civil service (eng.)|0042
|Civilstand|0042
|Civiltá Cattolica, La,|0042
|civis (lat.), Borger. Smlg. civitas|0042
|Cività, se Citta|0042
|Cività Castellana, By i Mellemitalien|0042
|Civitali (Civitale), Matteo, ital. Billedhugger og Bygmester fra Lucca (1436-1501)|0042
|Civitanova Marche, By i Mellemitalien|0042
|Civitas (lat.), Borgerret|0043
|Civitavecchia, By i Mellemitalien|0043
|Civitella del Tronto, By i Mellemitalien|0043
|Civitet, se civitas|0043
|Civray ell. Civrai, By i Mellemfrankrig|0043
|c. l., d. s. s. citato loco (s. d.)|0043
|Clackheaton, se Cleckheaton|0043
|Clackmannan, Shire i det sydøstlige Skotland|0043
|Clacton, By i England|0043
|Cladel, Léon, fr. Romanforf. (1835-1892)|0043-0044
|Cladium, se Avneknippe|0044
|Cladobates, se Egernspidsmus|0044
|Cladocera, se Dafnier|0044
|Cladonia Hill. (Bægerlav)|0044-0045
|Cladosporium Link|0045
|Cladothrix, Grenhaar, Slægt af Traadbakterier|0045
|Claessens, Lambert Anton, flamsk Kobberstikker i Punkter- og Gravstikmanér (1763-1834)|0045
|Claesz (Claasz), Pieter van Haarlem, holl. Maler fra 17. Aarh.|0045
|Clain, en 140 km lang Flod i det fr. Dept. Vienne|0045
|Clair, Saint, se Saint Clair|0045
|Clairac, By i det sydvestlige Frankrig|0045
|Clairault, Alexis Claude, fr.. Matematiker og Astronom (1713-65)|0045
|Claires, se Østers|0045
|Clairin, Georges Jules Victor, fr. Maler, f. 1843|0045
|Clair-obscur|0045
|clairon (fr.), se Clarino|0045
|Clairon, Claire Josephe Hippolyte Legris de la Tude, kaldet Mile C., fr. Skuespillerinde (1723-1803)|0045-0046
|Clairvaux, berømt fr. Cistercienserkloster|0046
|Clairville, Louis Francois, egl. Nicolaie, fr. dram. Forf. (1811-79)|0046
|Clairvoyance (second-sight, Hellsehen, Synskhed)|0046-0047
|Clamart, Flække i det nordvestlige Frankrig|0047
|Clamatores|0047
|Clamecy, By i Mellemfrankrig|0047
|Clam-Gallas, Eduard, østerr. General (1805-91)|0047-0048
|Clam-Martinitz, 1) Karl Josef Nepomuk, Greve, østerr. General (1792-1840)|0048
|Clam-Martinitz, 2) Heinrich Jaroslav, Greve, østerr. Politiker (1826-87)|0048
|Clam-Martinitz, 3) Richard, Greve, østerr. Politiker (1832-91)|0048
|clam, vi aut precario (lat.)|0048
|Clangula (Hvinand), se Ænder|0048
|Clan-na-gael, »Gaelernes Sønner«|0048
|Clanwilliam, By i den vestlige Del af Kaplandet|0048
|Claparède, Édouard-René, schweizisk Naturforsker (1832-71)|0048
|Clapeyron, Benoit Paul Emile, fr. Ingeniør (1799-1864)|0048
|Clapham North og C. South, to Staddele (Wards) i London|0048
|Clapisson, Antoine Louis, fr. Musiker (1808-66)|0048-0049
|Clapperton, Hugh, britisk Afrikarejsende (1788-1827)|0049
|Claque, fr. Teaterudtryk|0049
|Clara, den hellige, Stifter af Clarisserindernes Nonneorden (1194-1253)|0049
|Clara Raphael, se Fibiger, M.|0049
|clara voce (lat.), med lys, klar Stemme|0049
|Clare, Grevskab i den vestlige Del af Irland|0049
|Clare, John, eng. Digter (1793-1864)|0050
|Claremont, 1) Forstad til Kapstaden i Sydafrika; 2) Se Esher|0050
|Claremont. By U. S. A., Stat New Hampshire|0050
|Clarence, Ø ved Sydamerikas Sydspids|0050
