# salmonsen/2/1/Articles.lst
#
index|Titel og indhold|0001 0003
|Forord|0005
|Accentbetegnelse og Lydskrift|0007-0008
|Medarbejdere|0009-0010
|Forkortelser|1005-1006
|Fortegnelse over Illustrationer. Bind I|1007-1008
|Rettelser og Trykfejl|1009
#
-|<h2>A</h2>|
#
# Sida 0011-0021 inlagt 12 jan 2004 av Lars Aronsson
#
|A, a|0011-0012
|a, lat. Forholdsord|0012
|A, kemisk Tegn for Grudstoffet Argon (s. d.)|0012
|Aa. Den Selvlyd, der paa Svensk skrives å|0012
|Aa er i Danmark den stadige Betegnelse for Floder og større Bække|0012
|Aa, Herred|0012
|Aabel, Hauk Erlendsøn|0012-0013
|Aabenbaring|0013
|aabenbart Skrifte|0013
|aaben Lyd|0013
|Aabenraa (tysk Apenrade)|0013-0014
|Aabenraa, Gadenavn i Kbhvn|0014
|aabenraa Fjord|0014
|Aabenraa-Konventionen, se Option|0014
|aabent Bid|0014
|Aabent Brev|0014
|aabent Handelsselskab|0014
|aaben Vind|0014
|Åberg, Jon Olof|0014
|aabne Dørs Politik|0014-0015
|Aabning|0015
|Aabningsforhold ell. relativ Aabning (Apertur)|0015
|Aabningsforretning|0015
|Åbo (finsk Turku)|0015-0016
|Aabod|0016
|Åbo Len (Åbo-Björneborg L.)|0016
|Åborätt|0016
|Aabosyssel|0016
|Aaby (Hasle Herred)|0016
|Aaby, Nørre-|0016
|Aabybro|0016
|Aach|0016
|Aachen (Aix-la-Chapelle, lat. Aquisgranum)|0016
|Aachener Badesalt og Badesæbe|0016-0017
|Aadalen, Herred|0017
|Aadals Brug|0017
|Aadness, Peder|0017
|aadre (af det tyske "adern"), se Aaring|0017
|Aadsel|0017
|Aadselbiller (Silphidæ)|0017-0018
|Aadselblomst, se Stapelia.|0018
|Aadselflugt, se Gribbe.|0018
|Aadselgifte, d. s. s. Ptomaïner.|0018
|Aadselgraver, se Adselbiller.|0018
|Aadselgrib, se Gribbe.|0018
|Aadselstork, se Storke.|0018
|Aadselædende Dyr|0018
|Aadselørn (Polyborus), se Gribbefalke.|0018
|Aaen Sire ell. Sireaaen|0018
|Aae's Laas, se Laase.|0018
|Aafjorden|0018
|Aag. En af Tømmer, Jern ell. Jernbeton udført Understøtnings-Konstruktion|0018
|Aag. Trækketøj for Okser|0018
|Aag. Om Bet. hos Romerne se Jugum.|0018
|Aagaard, Hovedgaard i Løve Herred|0018
|Aagaard, Hovedgaard i V.-Hanherred|0018-0019
|Aagaard, Carl Frederik|0019
|Aagaard, Gustav|0019
|Aagaard, Johan Peter|0019
|Aagaard, Oscar|0019
|Aage (ældre: Aake)|0019
|Aage Jonsön|0019
|Aage Kakke, se Kakke.|0019
|Aager|0019-0020
|Aagesen, Andreas|0020-0021
#
# Sida 0021-0184 inlagt 4 mars 2004 från wiki, av Fh
#
|Aagesen, Svend, se Svend Aagesen|0021
|Åhfelt, Clemens, sv. Hofprædikant og Lektor|0021
|Åhlström, Olaf, sv. Musiker (1756-1835)|0021
|Åhus, Havneplads i Kristianstads Len, Skaane|0021
|Aakande|0021
|Aakandefamilien|0021-0022
|Åkarpslagen|0022
|Åkerberg, Karl Erik Emanuel, sv. Komponist|0022
|Åkerblad, Johan David, sv. Orientalist (1763-1819)|0022
|Aakerbær, se Rubus|0022
|Åkerhielm, sv. Adelsslægt|0022
|Åkerhielm, Samuel, d. y., (1684-1768), sv. Politiker|0022-0025
|Åkerhielm, Gustaf Frederik, sv. Embedsmand (1776-1853)|0025
|Åkerhjelm, Albert Lars Evert, Friherre, sv. Politiker|0025
|Åkerhjelm, Johan Gustaf Nils Samuel, Friherre, sv. Politiker (1833-1900)|0025
|Åkerman, Bror Morgan Werner, sv. Billedhugger|0025
|Aakirkeby paa Bornholm|0025-0026
|Aakirkeby Døbefont|0026
|Aakjær, Hovedgaard i Hads Herred|0026
|Aakjær, Jeppe, dansk Forfatter|0026-0027
|Aakre, Herred, Rogaland Politimesterdistrikt, Stavanger Amt|0027
|Aakrefjord|0027
|Aal, en Underorden af fysostome Benfisk|0027-0030
|Aal|0030
|Aal, se Lød|0030
|Aal, Herred i Hallingdals Fogderi, Buskerud Amt |0030
|Aal, elektrisk, se Barryg|0030
|Aalag|0030
|Ålandsøerne|0030-0031
|Ålberg, Ida, se Kivekäs|0031
|Ålborg, Købstad i det nordlige Nørrejylland|0031-0035
|Aalborg, Niels Mikkelsen, dansk Præst og Forfatter|0035
|Aalborg Amt|0035-0036
|Aalborg Stift|0036
|Aalbæk, Fiskerleje og Landsby i Raabjærg Sogn, Horns Herred|0036
|Aalbæk Bugt|0036
|Aalefaring|0036
|Aalegaard|0036-0037
|Aalegaardsnævn, se Aalegaard|0037
|Aaleglib, se Glib.|0037
|Aalegræs, se Bændeltang|0037
|Aalejern|0037
|Aalekiste|0038
|Aaleknude|0038
|Aalekone, d. s. s. Aalekvabbe|0038
|Aalekrage, se Skarv|0038
|Aalekurv|0038
|Aalekvabber (Zoarcidæ), en Familie af Benfisk|0038
|Aalemaage, d. s. s. Svartbag-Maage|0038
|Aalemoder, d. s. s. Aalekvabbe|0038
|Aalen, Herred i Guldals Fogderi, søndre Trondhjems Amt|0038
|Aalen, By i Württemberg |0038
|Aalepadde (Amphiuma)|0038
|Aalepas|0038-0039
|Aalestige, se Aalepas|0039
|Aalestrup, Landsby og Stationsby i Østerbølle Sogn, Rinds Herred, Viborg Amt|0039
|Aalesund, Købstad i Søndmøre Fogderi, Romsdals Amt|0039-0040
|Aaletat|0040
|Aaletrappe, se Aalepas|0040
|Aaletyv, se Skarv|0040
|Aalfoten Bræ|0040
|Aalholm, Hovedsæde i Grevskabet Ghristiansholm|0040-0041
|Aalholm, Nils Matthias, norsk Skolemand og Forfatter|0041
|Aall, anset Slægt i Norge i den nyere Tid|0041-0043
|1) Nils Aall, norsk Statsmand og Godsejer|0041
|2) Jørgen Aall, norsk Købmand, Eidsvoldsmand|0041
|3) Jacob Aall, norsk Godsejer, Politiker og Historiker|0041-0042
|4) Hans Jørgen Christian Aall, norsk Embedsmand og Politiker|0042
|5) Anathon August Fredrik Aall, norsk Filosof|0042-0043
|6) Herman Johan Regnor Harris Aall, norsk Jurist og Filosof|0043
|7) Hans Jacob Aall, norsk Museumsmand|0043
|Aalsgaarde, Fiskerleje i Tikøb Sogn, Lynge-Kronborg Herred, Frederiksborg Amt|0043
|Åmål, By i Ålfsborgs Len, Sverige|0043
|Aamand|0043
|Aamli, Herred i Nedenes Fogderi, Nedenes Amt|0043
|Åmmeberg, Sveriges rigeste Zinkblende-Felt|0043
|Aamosen|0043
|Aatnot|0043
|Aand|0043
|Aande|0043-0044
|Aandedræt|0044-0047
|Aandedrætsbesvær, se Dyspnøe|0047
|Aandedrætskure|0047-0048
|Aandedrætsorganer|0048-0049
|Aandedrætsorganernes Sygdomme|0049
|Aandedyrkelse, se Animisme (religiøs).|0049
|Aandehule, se Spalteaabning.|0049
|Aandehuller|0049
|Aandenød, se Dyspnøe|0049
|Aanderødder, se Pneumatoder|0049
|Aanderør, se Aandedrætsorganer og Leddyr|0049
|Aandetro, se Animisme (religiøs)|0049
|Aandsdaab (baptismus flaminis)|0049
|Aandsgave ell. Naadegave |0049-0050
|Aandssvageanstalter|0050-0051
|Aandssvageopdragelse|0051-0052
|Aandssvaghed|0052-0053
|Aandssvækkelse (Sløvsind, Demens)|0053
|Aanesot, se Aun.|0053
|Ånge, vigtig Station i Skæringspunktet mellem Tværbanen Sundsvall-Trondhjem og den nordlige Stambane|0053
|Ångermanelv|0053
|Ångermanland, Landskab ved den bottniske Bugt i Norrland, Sverige|0053
|Ångstrom, Anders Jonas, sv. Fysiker|0053-0054
|Ångstrom, Knut, sv. Fysiker|0054
|Ånnerødit|0054
|Aanrud, Hans, norsk Forfatter|0054-0055
|Aanund, d. s. s. Anund|0055
|Aar|0055
|Aar, se Aare.|0055
|Aaraad|0055
|Aarau, Hovedstad i det schweiziske Kanton Aargau|0055
|Aarberg, By i det schweiziske Kanton Bern|0055
|Aarburg, By i det schweiziske Kanton Aargau|0055-0056
|Aarbøger, se Annaler.|0056
|Aarbøger for nordisk Oldkyndighed og Historie|0056
|Aardal|0056
|1) Herred i Ryfylke Fogderi, Stavanger Amt|0056
|2) Herred i Sogns Fogderi, Nordre Bergenhus Amt|0056
|Aare, Biflod til Rhinen|0056
|Aare, et Redskab der anvendes til Fremdrivning (Roning) af Baade og mindre Fartøjer ved Haandkraft|0056
|Aare, se Blad og Blodkar; i geol. Bet. d. s. s. Gang|0056
|Aare, den gyldne, se Hæmorroider|0057
|Aarebetændelse|0057
|Aarebrok (Cirsocele, Varicocele)|0057
|Aarefistel ell. Halsaarefistel|0057
|Aarefod|0058
|Aareføddede (Steganopodes Ill.) |0058
|Aarehinde, se Øje.|0058
|Aarehindebetændelse, se Øjenbetændelse.|0058
|Aareknuder (Varicer, Varikociteter, Flebektasier)|0058
|Aareladejærn (ell. Flitte)|0058
|Aareladesnor|0058
|Aareladning (Venaesectio, Phlebotomia)|0058-0059
|Aarepapir|0059
|Aarepresse, se Tourniquet.|0059
|Åreskutan, Bjærg i Jämtland i Sverige|0059
|Aarestrup, Carl Ludvig Emil, dansk Digter|0059-0060
|Aaresvamp (Merulius Hall.)|0060
|Aarevingede (Hymenoptera)|0060-0061
|Aarflot, norsk Bondeslægt i Romsdalen|0061-0062
|Aarfugl, se Urfugl.|0062
|Aargau, Kanton i det nordlige Schweiz|0062-0063
|Aar-Gletscherne|0063
|Aarhane, se Urfugl|0063
|Aarhundrede, et Tidsrum af 100 afsluttede Aar|0063
|Aarhus, Købstad i det østlige Nørrejylland|0063-0068
|Aarhus, Jakob Madsen, dansk Teolog og Sprogmand|0068
|Aarhus Amt|0068
|Aarhus Bugt|0069
|Aarhus Stift|0069
|Aaring, Maling af »Aarer« f. Eks. for at efterligne de naturlige Træsorter|0069
|Aarkok, se Urfugl|0069
|Aarlifos|0069
|Aarmand (årmadr, af årr, et Sendebud, en betroet Tjener)|0069
|Aarne, Antti Amatus, finsk Folkemindeforsker|0069
|Aar og Dag|0069
|Aarón (ell. Aron), Pietro, ital. musikteoretisk Forfatter |0069-0070
|Aarpenge|0070
|Aarrestad, Sven, norsk Afholdsmand og Politiker|0070
|Aarringe|0070
|Aarringe, se Aldersbestemmelse (af Fisk)|0070
|Aars|0070-0071
|1) Jacob Jonathan Aa., norsk Skolemand og Filolog|0070
|2) Kristian Birch-Reichenwald Aa., norsk Filosof|0070-0071
|3) Harald Aa., norsk Arkitekt|0071
|4) Sophus Christian Munch Aa., norsk Forf.,|0071
|Aars, Herred i det nordøstlige Nørrejylland, Aalborg Amt|0071
|Aars, stor, opvoksende Sogne- og Stationsby i det nordlige Nørrejylland, Aars Herred, Aalborg Amt|0071
|Aarsag|0071
|Aarsag i juridisk Bet, se Skyld|0071
|Aarsdale, Fiskerleje paa Sydøstkysten af Bornholm|0071
|Aarsdale Grus|0071
|Aarsfisk (Halvaarsfisk, Toaarsfisk)|0071
|Aarsleb, Christian Nielsen, dansk Historiker|0071-0072
|Aarsleff, Carl Vilhelm Olaf Peter, dansk Billedhugger|0072
|Aarsskud|0072
|Aarstad, Herred i Nordhordlands Fogderi, Søndre Bergenshus Amt|0072
|Aarstider|0072-0073
|Aarsvinde, se Monsuner|0073
|Aarti, et Tidsrum af 10 afsluttede Aar |0073
|Aarum, Peter Thorvald, norsk Socialøkonom|0073
|Aarup, stærkt opblomstrende Landsby i det nordvestlige Fyn, Skydebjerg Sogn, Raag Herred, Odense Amt|0073
|Aarvaagenhedsrulle|0073
|Aarvaagenhedsvagt, Vagt i et Krigsskib efter Aarvaagenhedsrullen|0073
|Aarvak (myt.), se Solen|0073
|Aarø, en frugtbar lille, flad Ø midt ude i Lillebælt udenfor Haderslev Fjord|0073
|Aarøe, Rendt Christian Mogens, dansk Militær|0073-0074
|Aarøe's Strejfkorps, se Aarøe og dansk-tyske Krig 1864|0074
|Aarøsund|0074
|Aas (Flertal Æser) og Aasynje|0074
|Aas|0074
|Aas, se Plov|0074
|Aas, Herred i Aker og Folio Fogderi, Akershus Amt|0074
|Aasa, nordisk Kvindenavn|0074
|Aase|0074
|Aasen, Ivar, norsk Sprogforsker og Digter|0074-0075
|Aasen, Herred i Stør- og Værdals Fogderi, Nordre Trondhjems Amt|0075
|Aasene, Herred, se Hammer Herred|0075
|Aaser, Peter Hansen, norsk Læge|0075
|Aaseral, Herred i Mandals Fogderi, Lister og Mandals Amt|0075
|Aasgaard, Herred, Nordmøre Fogderi|0075-0076
|Aasgaardstrand, Ladested i Jarlsberg og Larvik Amt|0076
|Aas Kloster i Halland|0076
|Åsle, en Kirkeby|0076
|Aasnes, Herred i Solør Fogderi, Hedemarkens Amt|0076
|Aasta, Hellig-Olavs Moder|0076
|Aastedet|0076
|Aastrup, Hovedgaard i Voldborg Herred|0076
|Aastrup, Poul Mortensen, dansk Skolemand og Biskop|0076-0077
|Aasum, Herred i det nordlige Fyn, Odense Amt|0077
|Åsunden|0077
|Aasædesret|0077
|Åtvidaberg i Østergotland i Sverige|0077
|Aavasaksa (Avasaxa), Bjerg i Finland|0077
|ab, lat. Forholdsord|0077
|Ab, hebr. (og fællessemitisk) Ord for Fader|0077
|Ab, hos Jøderne Kirkeaarets femte, det borgerlige Aars ellevte Maaned|0077
|Abábder, Nomadefolk i Ægypten|0077
|Abacá, se Manilahamp|0077
|Abaco, Store- og Lille- (ell. Lucaya), to af de nordlige, britiske Bahama-Øer i Vestindien|0077-0078
|Abaco, Evaristo Felice dall', ital. Komponist|0078
|ab áctis|0078
|Abacus|0078
|Abaddon (hebr. Ord: Undergang)|0078
|Abadie, Paul, fr. Arkitekt|0078
|Abai, hed i Oldtiden en By i det græske Landskab Fokis|0078
|Abai, se Nilen|0078
|Abailard, Pierre, skolastisk Teolog|0078-0079
|Abakánsk, By i det sibiriske Guv. Jenissejsk|0079
|abalienere|0079
|Abaliget-Hulen|0079
|a balláta (ital.), i Balladestil, se Ballade|0079
|Abalus|0079
|Abandon|0079-0080
|abandonnere|0080
|Abano (-Bagni), Landsby i Italien|0080
|Abano, d', Pietro, italiensk Læge, Filosof og Astrolog|0080
|Abánter, oldgr., forhistorisk Folkenavn, der fl. Gange nævnes i Iliaden|0080
|Abantú se Bantu|0080
|Abarim|0080
|à bas|0080
|Abas|0080
|Abascál, José Férnando, Markis af Concordia, sp. Militær og Statsmand|0080
|Abasi, se Astasi.|0080
|Abássia, se Abchasien.|0080
|abásso|0080
|Abatjour eller abajour|0080
|Abattant|0080
|Abatvent|0080
|a battúta|0080
|Abauj-Torna|0080-0081
|Abazzia, se Abbazia|0081
|Abba, se Ab|0081
|Abbadiderne|0081
